0.103207,0.241569,-0.260402,0.409250,0.354637,0.095877,-0.055583,0.280368,0.017845,0.325605,-0.114885,-0.152459
-0.085737,0.246892,-0.408877,0.179113,-0.555895,-0.083052,-0.006512,-0.080495,-0.307554,0.082368,-0.052394,0.118225
0.315635,0.086097,0.271703,0.256961,0.206949,-0.072119,-0.222088,0.199174,-0.259637,0.015537,-0.072764,0.061249
-0.359478,0.176429,-0.054200,-0.042170,0.055719,-0.099836,-0.238078,-0.094810,-0.093171,-0.447570,-0.364739,0.194970
-0.522042,-0.186757,0.333249,-0.032307,0.299716,-0.076319,-0.050006,0.288230,-0.142344,-0.248166,-0.417869,-0.072396
-0.059751,-0.120156,0.152683,0.276678,0.460674,-0.508400,-0.025198,0.096662,-0.148677,0.000725,0.162261,0.277676
-0.025671,0.199485,-0.281901,0.157671,-0.139454,0.323328,-0.183656,0.087819,0.151117,0.027924,0.013422,-0.450518
-0.134292,-0.241914,0.216197,-0.001076,0.119459,0.427580,-0.069726,-0.273936,-0.144019,0.339289,-0.047382,-0.027738
0.137023,0.456129,0.108472,-0.126921,-0.236389,-0.141041,-0.182667,-0.565273,0.280507,0.034914,0.123492,0.017794
-0.100473,0.125249,-0.121740,0.040247,-0.124561,0.230146,0.482718,0.140332,-0.052595,0.194533,0.048087,0.424797
0.001995,-0.141941,-0.045525,0.065028,-0.139767,0.247653,0.064034,-0.103836,0.132507,0.176852,-0.195904,0.016460
-0.273046,0.283792,-0.335769,-0.140819,0.234519,0.010005,-0.316527,-0.180013,-0.116167,-0.351030,0.125328,-0.305237
-0.059595,-0.127172,-0.123696,0.340627,-0.108054,-0.013890,0.249827,-0.500631,0.137014,0.156837,-0.089041,-0.068884
-0.269323,0.241323,-0.162651,0.195527,-0.072830,0.289383,0.287271,-0.263368,-0.409636,-0.300485,0.044260,0.014581
0.167177,0.246012,-0.358244,0.351093,-0.114964,-0.348711,-0.039973,0.186284,0.008312,0.146216,0.407241,-0.138785
-0.127896,-0.069259,0.261759,-0.059122,0.015096,-0.374450,0.263413,0.191572,-0.484769,0.183618,0.175078,-0.177332
0.280162,-0.225284,-0.229936,0.024754,0.407392,-0.346424,-0.184795,0.124833,-0.067122,0.142713,-0.617939,-0.057097
0.311273,0.019623,0.052322,0.365902,-0.360904,0.105705,0.015072,-0.287934,-0.215704,-0.405455,0.160020,0.224272
-0.113047,0.000245,0.197324,-0.213850,0.031241,-0.050314,0.021379,-0.148336,0.269301,0.477813,-0.202387,0.229624
0.136746,-0.554663,0.036909,-0.037067,-0.036595,-0.349480,-0.093694,-0.357016,0.188865,-0.261718,-0.409768,-0.061836
-0.192042,-0.029694,-0.318213,-0.056929,0.528035,-0.134001,-0.036897,0.149230,0.046539,-0.154905,0.261860,-0.311914
0.104171,0.097842,0.226078,0.105208,-0.208802,-0.074142,-0.217269,0.139246,-0.500362,0.336670,0.157723,0.121852
0.119963,-0.096055,0.144071,-0.058198,-0.249146,0.313112,0.145976,-0.077701,0.126903,-0.366069,-0.339246,0.526860
0.299841,-0.081922,0.068737,-0.118933,0.193085,0.067597,-0.185073,-0.197472,-0.256639,-0.048071,0.319184,-0.239613
-0.070159,-0.218426,-0.059935,-0.130574,-0.329119,-0.022433,-0.049875,0.206042,0.232559,0.361690,-0.003138,0.136810
