w0 w1 height_keep balance_keep mimic_q mimic_dq cmd_linear cmd_angular torque torque_d contact terminal 
0.02 0 9962.25 9962.29 7160.25 6762.57 9707.61 9418.29 8616.76 3080.14 983.28 0 
0.02 0.01 9969.72 9972.32 7183.06 6663.41 9723.57 9432.28 8635.81 3227.9 994.703 0 
0.02 0.02 9975.89 9975.71 7176.68 6537.42 9690.92 9400.11 8657.48 3398.52 1006.03 0 
0.02 0.03 9980.78 9965.12 7162.28 6388.58 9597.52 9209.21 8678.54 3540.35 1009.89 0 
0.02 0.04 9984.37 9930.7 7145.51 6210.94 9395.43 8962.88 8698.9 3706.59 1064.96 0 
0.02 0.05 9985.47 9866.73 7092.67 5997.79 9067.87 8705.16 8727.14 3805.98 1125.49 0 
0.02 0.06 9984.77 9782.89 7021.17 5783.5 8644.52 8390.17 8754.21 3943.25 1162.83 0 
0.02 0.07 9981.85 9668.29 6934.72 5542.18 8104.27 8090.46 8782.33 4110.99 1196.36 0 
0.02 0.08 9977.76 9532.79 6822.3 5299.38 7483.31 7826.93 8812.25 4266.61 1199.95 0 
0.02 0.09 9972.76 9374.03 6690.96 5025.74 6757.41 7520.82 8844.17 4459.28 1240.3 0 
0.02 0.1 9966.74 9202.5 6542.97 4764.57 6015.81 7236.43 8878.09 4639.07 1273.08 0 
0.02 0.11 9960.93 9016.93 6378.11 4476.69 5219.94 6967.32 8916.48 4881.27 1302.46 0 
0.02 0.12 9955.08 8830.04 6195.99 4196.42 4409.86 6745.99 8959.39 5117.64 1331.77 0 
0.02 0.13 9947.46 8634.93 6002.89 3913.05 3577.88 6505.8 9004.92 5370.61 1362.99 0 
0.02 0.14 9938.16 8421.04 5795.04 3630.59 2782.84 6350.67 9052.42 5652.19 1426.22 0 
0.02 0.15 9929.49 8223.32 5580.71 3370.04 2104.46 6136.27 9101.49 5931.44 1483.3 0 
0.02 0.16 9918.8 8146.11 5338.03 3122.17 1458.34 5851.86 9165.63 6172.49 1544.73 0 
0.02 0.17 9908.72 8117.18 5087.74 2895.37 987.262 5459.94 9226.87 6383.71 1666.71 0 
0.02 0.18 9896.18 8146.51 4821.17 2684.52 669.863 4956.01 9287.49 6633.76 1881.1 0 
0.02 0.19 9875.66 8259.93 4524.92 2471.8 497.788 4292.45 9332.93 6869.4 2058.49 0 
0.02 0.2 9830.4 8211.67 4231.81 2285.17 441.187 3692.3 9360.02 7051.5 1770.61 0 
0.02 0.21 9787.3 8041.74 3956.83 2118.46 404.18 3185.25 9396 7253.08 1678.13 0 
0.02 0.22 9735.89 7902.74 3691.42 1964.4 379.735 2908.28 9426.94 7438.58 1444.84 0 
