x z pitch q0 q1 q2 q3 q4 q5 q6 q7 q8 q9 q10 q11 dq0 dq1 dq2 dq3 dq4 dq5 dq6 dq7 dq8 dq9 dq10 dq11 roll 
18.2419 0.28 0 0 -0.0947403 1.32844 0 -1.34193 1.42505 0 -1.34193 1.42505 0 -0.0947403 1.32844 0 -20.1924 18.6624 0 -6.38198 27.7061 0 -6.38198 27.7061 0 -20.1924 18.6624 0 
18.2512 0.28 0 0 -0.137821 1.36643 0 -1.3548 1.48371 0 -1.3548 1.48371 0 -0.137821 1.36643 0 -21.5401 18.9939 0 -6.43124 29.331 0 -6.43124 29.331 0 -21.5401 18.9939 0 
18.2606 0.28 0 0 -0.183357 1.40453 4.75803e-17 -1.36734 1.54506 -4.75803e-17 -1.36734 1.54506 0 -0.183357 1.40453 0 -22.7682 19.0504 2.37902e-14 -6.27432 30.6744 -2.37902e-14 -6.27432 30.6744 0 -22.7682 19.0504 0 
18.27 0.28 0 0 -0.231119 1.44222 -4.91812e-17 -1.37906 1.60846 4.91812e-17 -1.37906 1.60846 0 -0.231119 1.44222 0 -23.8811 18.847 -4.83808e-14 -5.85631 31.7009 4.83808e-14 -5.85631 31.7009 0 -23.8811 18.847 0 
18.2793 0.28 0 0 -0.280879 1.47902 0 -1.38928 1.6732 0 -1.38928 1.6732 0 -0.280879 1.47902 0 -24.8798 18.3974 2.45906e-14 -5.11165 32.3666 -2.45906e-14 -5.11165 32.3666 0 -24.8798 18.3974 0 
18.2887 0.28 0 0 -0.332402 1.51444 0 -1.39721 1.73844 0 -1.39721 1.73844 0 -0.332402 1.51444 0 -25.7618 17.7143 0 -3.96631 32.62 0 -3.96631 32.62 0 -25.7618 17.7143 0 
18.2981 0.28 0 0 -0.385444 1.54806 0 -1.4019 1.80324 0 -1.4019 1.80324 0 -0.385444 1.54806 0 -26.5209 16.8096 0 -2.34211 32.4044 0 -2.34211 32.4044 0 -26.5209 16.8096 0 
18.3074 0.28 0 0 -0.439739 1.57945 0 -1.40222 1.86657 0 -1.40222 1.86657 0 -0.439739 1.57945 0 -27.1472 15.6949 0 -0.163801 31.6604 0 -0.163801 31.6604 0 -27.1472 15.6949 0 
18.3168 0.28 0 0 -0.494994 1.60822 6.0545e-17 -1.39696 1.92722 -6.0545e-17 -1.39696 1.92722 0 -0.494994 1.60822 0 -27.6279 14.3824 3.02725e-14 2.62993 30.3289 -3.02725e-14 2.62993 30.3289 0 -27.6279 14.3824 0 
18.3262 0.28 0 0 -0.550889 1.63399 0 -1.38482 1.98393 0 -1.38482 1.98393 0 -0.550889 1.63399 0 -27.9474 12.8855 -3.02725e-14 6.07039 28.3559 3.02725e-14 6.07039 28.3559 0 -27.9474 12.8855 0 
18.3356 0.28 0 0 -0.607067 1.65643 -6.58714e-17 -1.36455 2.03533 6.58714e-17 -1.36455 2.03533 0 -0.607067 1.65643 0 -28.0891 11.2197 -3.29357e-14 10.1379 25.6991 3.29357e-14 10.1379 25.6991 0 -28.0891 11.2197 0 
18.3449 0.28 0 0 -0.66314 1.67523 0 -1.33507 2.08001 0 -1.33507 2.08001 0 -0.66314 1.67523 0 -28.0366 9.40305 3.29357e-14 14.7383 22.3369 -3.29357e-14 14.7383 22.3369 0 -28.0366 9.40305 0 
18.3543 0.28 0 0 -0.718691 1.69015 0 -1.2957 2.11657 0 -1.2957 2.11657 0 -0.718691 1.69015 0 -27.7751 7.45673 0 19.6833 18.2813 0 19.6833 18.2813 0 -27.7751 7.45673 0 
18.3637 0.28 0 0 -0.773278 1.70096 -7.2072e-17 -1.24633 2.14375 7.2072e-17 -1.24633 2.14375 0 -0.773278 1.70096 0 -27.2937 5.40505 -3.6036e-14 24.6877 13.5912 3.6036e-14 24.6877 13.5912 0 -27.2937 5.40505 0 
18.3731 0.28 0 0 -0.826452 1.70751 -7.31104e-17 -1.18754 2.16052 7.31104e-17 -1.18754 2.16052 0 -0.826452 1.70751 0 -26.587 3.27531 -5.19193e-16 29.3957 8.38363 5.19193e-16 29.3957 8.38363 0 -26.587 3.27531 0 
18.3825 0.28 0 0 -0.877765 1.7097 0 -1.12065 2.16619 0 -1.12065 2.16619 0 -0.877765 1.7097 0 -25.6566 1.09729 3.65552e-14 33.4424 2.83451 -3.65552e-14 33.4424 2.83451 0 -25.6566 1.09729 0 
18.3918 0.28 0 0 -0.926789 1.70751 0 -1.04758 2.16052 0 -1.04758 2.16052 0 -0.926789 1.70751 0 -24.5118 -1.09758 0 36.5372 -2.83486 0 36.5372 -2.83486 0 -24.5118 -1.09758 0 
18.4012 0.28 0 0 -0.973129 1.70095 0 -0.97051 2.14375 0 -0.97051 2.14375 0 -0.973129 1.70095 0 -23.17 -3.27734 0 38.5341 -8.38602 0 38.5341 -8.38602 0 -23.17 -3.27734 0 
18.4106 0.28 0 0 -1.01644 1.69013 0 -0.891598 2.11655 0 -0.891598 2.11655 0 -1.01644 1.69013 0 -21.656 -5.41051 0 39.4562 -13.5975 0 39.4562 -13.5975 0 -21.656 -5.41051 0 
18.42 0.28 0 0 -1.05644 1.6752 0 -0.812671 2.07997 0 -0.812671 2.07997 0 -1.05644 1.6752 0 -20.0002 -7.46724 0 39.4637 -18.2931 0 39.4637 -18.2931 0 -20.0002 -7.46724 0 
18.4294 0.28 0 0 -1.09292 1.65636 6.58714e-17 -0.735094 2.03525 -6.58714e-17 -0.735094 2.03525 0 -1.09292 1.65636 0 -18.2375 -9.42008 3.29357e-14 38.7882 -22.3555 -3.29357e-14 38.7882 -22.3555 0 -18.2375 -9.42008 0 
18.4387 0.28 0 0 -1.12573 1.63387 0 -0.659764 1.9838 0 -0.659764 1.9838 0 -1.12573 1.63387 0 -16.4045 -11.2446 -3.29357e-14 37.6652 -25.7254 3.29357e-14 37.6652 -25.7254 0 -16.4045 -11.2446 0 
18.4481 0.28 0 0 -1.1548 1.60803 0 -0.587185 1.92702 0 -0.587185 1.92702 0 -1.1548 1.60803 0 -14.538 -12.9194 0 36.2892 -28.3907 0 36.2892 -28.3907 0 -14.538 -12.9194 0 
18.4575 0.28 0 0 -1.18015 1.57918 0 -0.517592 1.86628 0 -0.517592 1.86628 0 -1.18015 1.57918 0 -12.673 -14.4264 0 34.7968 -30.3729 0 34.7968 -30.3729 0 -12.673 -14.4264 0 
18.4669 0.28 0 0 -1.20183 1.54768 0 -0.451053 1.80285 0 -0.451053 1.80285 0 -1.20183 1.54768 0 -10.8417 -15.7498 0 33.2694 -31.7143 0 33.2694 -31.7143 0 -10.8417 -15.7498 0 
18.4763 0.28 0 0 -1.21998 1.51393 0 -0.387563 1.73791 0 -0.387563 1.73791 0 -1.21998 1.51393 0 -9.07259 -16.8761 0 31.7449 -32.4689 0 31.7449 -32.4689 0 -9.07259 -16.8761 0 
18.4857 0.28 0 0 -1.23476 1.47834 0 -0.327098 1.67252 0 -0.327098 1.67252 0 -1.23476 1.47834 0 -7.39032 -17.793 0 30.2326 -32.6958 0 30.2326 -32.6958 0 -7.39032 -17.793 0 
18.495 0.28 0 0 -1.24639 1.44136 0 -0.269649 1.60761 0 -0.269649 1.60761 0 -1.24639 1.44136 0 -5.81581 -18.4886 0 28.7245 -32.4542 0 28.7245 -32.4542 0 -5.81581 -18.4886 0 
18.5044 0.28 0 0 -1.25512 1.40346 0 -0.21524 1.54401 0 -0.21524 1.54401 0 -1.25512 1.40346 0 -4.36658 -18.9509 0 27.2042 -31.8009 0 27.2042 -31.8009 0 -4.36658 -18.9509 0 
18.5138 0.28 0 0 -1.26124 1.36513 0 -0.163936 1.48243 0 -0.163936 1.48243 0 -1.26124 1.36513 0 -3.0573 -19.1669 0 25.652 -30.7869 0 25.652 -30.7869 0 -3.0573 -19.1669 0 
18.5232 0.28 0 0 -1.26504 1.32688 4.5052e-17 -0.115841 1.42352 -4.5052e-17 -0.115841 1.42352 0 -1.26504 1.32688 0 -1.9003 -19.1227 2.2526e-14 24.0479 -29.4562 -2.2526e-14 24.0479 -29.4562 0 -1.9003 -19.1227 0 
18.5326 0.28 0 0 -1.26685 1.28928 -4.40883e-17 -0.0710956 1.36783 4.40883e-17 -0.0710956 1.36783 0 -1.26685 1.28928 0 -0.905986 -18.8028 -4.45702e-14 22.3725 -27.8436 4.45702e-14 22.3725 -27.8436 0 -0.905986 -18.8028 0 
18.542 0.28 0 0 -1.26701 1.25289 0 -0.0298796 1.31589 0 -0.0298796 1.31589 0 -1.26701 1.25289 0 -0.0830952 -18.1906 2.20442e-14 20.608 -25.9745 -2.20442e-14 20.608 -25.9745 0 -0.0830952 -18.1906 0 
18.5514 0.28 0 0 -1.26589 1.21836 0 0.007595 1.26816 0 0.007595 1.26816 0 -1.26589 1.21836 0 0.561407 -17.2693 0 18.7373 -23.8651 0 18.7373 -23.8651 0 0.561407 -17.2693 0 
18.5607 0.28 0 0 -1.26385 1.18631 0 0.0410858 1.22511 0 0.0410858 1.22511 0 -1.26385 1.18631 0 1.02276 -16.0234 0 16.7454 -21.5236 0 16.7454 -21.5236 0 1.02276 -16.0234 0 
18.5701 0.28 0 0 -1.26125 1.15743 0 0.0703237 1.1872 0 0.0703237 1.1872 0 -1.26125 1.15743 0 1.2993 -14.4404 0 14.619 -18.9535 0 14.619 -18.9535 0 1.2993 -14.4404 0 
18.5795 0.28 0 0 -1.25846 1.1324 0 0.095019 1.15489 0 0.095019 1.15489 0 -1.25846 1.1324 0 1.39381 -12.5143 0 12.3477 -16.1566 0 12.3477 -16.1566 0 1.39381 -12.5143 0 
18.5889 0.28 0 0 -1.25583 1.1119 0 0.11487 1.12861 0 0.11487 1.12861 0 -1.25583 1.1119 0 1.31515 -10.2487 0 9.92554 -13.1383 0 9.92554 -13.1383 0 1.31515 -10.2487 0 
18.5983 0.28 0 0 -1.25367 1.09658 0 0.129575 1.10879 0 0.129575 1.10879 0 -1.25367 1.09658 0 1.08012 -7.66052 0 7.35246 -9.91257 0 7.35246 -9.91257 0 1.08012 -7.66052 0 
18.6077 0.28 0 0 -1.25224 1.08702 0 0.138845 1.09578 0 0.138845 1.09578 0 -1.25224 1.08702 0 0.714959 -4.78271 0 4.63507 -6.50552 0 4.63507 -6.50552 0 0.714959 -4.78271 0 
18.6171 0.28 0 0 -1.25173 1.08368 0 0.14242 1.08986 0 0.14242 1.08986 0 -1.25173 1.08368 0 0.256233 -1.66611 0 1.78754 -2.95867 0 1.78754 -2.95867 0 0.256233 -1.66611 0 
18.6265 0.28 0 0 -1.25894 1.0956 0 0.14127 1.08684 0 0.14127 1.08684 0 -1.25894 1.0956 0 -3.60705 5.95826 0 -0.57517 -1.50949 0 -0.57517 -1.50949 0 -3.60705 5.95826 0 
18.6359 0.28 0 0 -1.26302 1.10844 0 0.133024 1.09623 0 0.133024 1.09623 0 -1.26302 1.10844 0 -2.03742 6.42129 0 -4.12274 4.69782 0 -4.12274 4.69782 0 -2.03742 6.42129 0 
18.6453 0.28 0 -4.11767e-17 -1.26867 1.12811 0 0.119587 1.1114 0 0.119587 1.1114 4.11767e-17 -1.26867 1.12811 -2.05884e-14 -2.8265 9.83479 0 -6.7187 7.58178 0 -6.7187 7.58178 2.05884e-14 -2.8265 9.83479 0 
18.6547 0.28 0 0 -1.27583 1.15425 0 0.101285 1.13176 0 0.101285 1.13176 0 -1.27583 1.15425 2.05884e-14 -3.57824 13.0694 0 -9.1508 10.1786 0 -9.1508 10.1786 -2.05884e-14 -3.57824 13.0694 0 
18.6641 0.28 0 0 -1.28437 1.18645 0 0.0784626 1.15666 0 0.0784626 1.15666 0 -1.28437 1.18645 0 -4.27307 16.0982 0 -11.4114 12.4544 0 -11.4114 12.4544 0 -4.27307 16.0982 0 
18.6735 0.28 0 0 -1.29417 1.22426 0 0.051463 1.18545 0 0.051463 1.18545 0 -1.29417 1.22426 0 -4.89734 18.9064 0 -13.4998 14.3918 0 -13.4998 14.3918 0 -4.89734 18.9064 0 
18.6829 0.28 0 0 -1.30505 1.26724 0 0.0206206 1.21742 0 0.0206206 1.21742 0 -1.30505 1.26724 0 -5.44024 21.4884 0 -15.4212 15.9866 0 -15.4212 15.9866 0 -5.44024 21.4884 0 
18.6923 0.28 0 -4.32965e-17 -1.31683 1.31492 0 -0.0137474 1.25191 0 -0.0137474 1.25191 4.32965e-17 -1.31683 1.31492 -2.16482e-14 -5.89023 23.8414 0 -17.184 17.2445 0 -17.184 17.2445 2.16482e-14 -5.89023 23.8414 0 
18.7017 0.28 0 0 -1.32929 1.36684 0 -0.0513453 1.28826 0 -0.0513453 1.28826 0 -1.32929 1.36684 2.16482e-14 -6.23165 25.962 0 -18.7989 18.1774 0 -18.7989 18.1774 -2.16482e-14 -6.23165 25.962 0 
18.7111 0.28 0 0 -1.34217 1.42253 0 -0.0918987 1.32587 0 -0.0918987 1.32587 0 -1.34217 1.42253 0 -6.44162 27.8414 0 -20.2767 18.8007 0 -20.2767 18.8007 0 -6.44162 27.8414 0 
18.7205 0.28 0 0 -1.35515 1.48145 0 -0.135153 1.36413 0 -0.135153 1.36413 0 -1.35515 1.48145 0 -6.48775 29.4636 0 -21.627 19.1311 0 -21.627 19.1311 0 -6.48775 29.4636 0 
18.7299 0.28 0 0 -1.3678 1.54306 0 -0.180867 1.4025 0 -0.180867 1.4025 0 -1.3678 1.54306 0 -6.3267 30.8028 0 -22.8572 19.1848 0 -22.8572 19.1848 0 -6.3267 30.8028 0 
18.7393 0.28 0 0 -1.37961 1.60671 0 -0.228811 1.44045 0 -0.228811 1.44045 0 -1.37961 1.60671 0 -5.90364 31.8243 0 -23.972 18.9773 0 -23.972 18.9773 0 -5.90364 31.8243 0 
18.7487 0.28 0 0 -1.38992 1.67168 0 -0.278756 1.4775 0 -0.278756 1.4775 0 -1.38992 1.67168 0 -5.15306 32.4843 0 -24.9726 18.5225 0 -24.9726 18.5225 0 -5.15306 32.4843 0 
18.7581 0.28 0 0 -1.39792 1.73714 0 -0.330469 1.51316 0 -0.330469 1.51316 0 -1.39792 1.73714 0 -4.00089 32.7316 0 -25.8565 17.8332 0 -25.8565 17.8332 0 -4.00089 32.7316 0 
18.7675 0.28 0 0 -1.40266 1.80216 0 -0.383704 1.54701 0 -0.383704 1.54701 0 -1.40266 1.80216 0 -2.36877 32.5097 0 -26.6174 16.9212 0 -26.6174 16.9212 0 -2.36877 32.5097 0 
18.7769 0.28 0 0 -1.40302 1.86568 0 -0.438195 1.5786 0 -0.438195 1.5786 0 -1.40302 1.86568 0 -0.181208 31.759 0 -27.2454 15.7983 0 -27.2454 15.7983 0 -0.181208 31.759 0 
18.7863 0.28 0 0 -1.39777 1.92652 0 -0.49365 1.60756 0 -0.49365 1.60756 0 -1.39777 1.92652 0 2.62342 30.4205 0 -27.7275 14.4766 0 -27.7275 14.4766 0 2.62342 30.4205 0 
18.7957 0.28 0 -6.32358e-17 -1.38562 1.9834 0 -0.549746 1.6335 0 -0.549746 1.6335 6.32358e-17 -1.38562 1.9834 -3.16179e-14 6.07677 28.4399 0 -28.048 12.9696 0 -28.048 12.9696 3.16179e-14 6.07677 28.4399 0 
18.8051 0.28 0 0 -1.3653 2.03495 0 -0.606126 1.65608 0 -0.606126 1.65608 0 -1.3653 2.03495 3.16179e-14 10.1594 25.7745 0 -28.19 11.2928 0 -28.19 11.2928 -3.16179e-14 10.1594 25.7745 0 
18.8145 0.28 0 -6.83194e-17 -1.33574 2.07975 0 -0.6624 1.67501 0 -0.6624 1.67501 6.83194e-17 -1.33574 2.07975 -3.41597e-14 14.777 22.4024 0 -28.1369 9.46427 0 -28.1369 9.46427 3.41597e-14 14.777 22.4024 0 
18.8239 0.28 0 7.04341e-17 -1.29626 2.11642 0 -0.718147 1.69002 0 -0.718147 1.69002 -7.04341e-17 -1.29626 2.11642 6.93768e-14 19.7408 18.3351 0 -27.8737 7.50526 0 -27.8737 7.50526 -6.93768e-14 19.7408 18.3351 0 
18.8333 0.28 0 0 -1.24673 2.14368 0 -0.772926 1.7009 0 -0.772926 1.7009 0 -1.24673 2.14368 -3.52171e-14 24.7644 13.6315 0 -27.3893 5.44021 0 -27.3893 5.44021 3.52171e-14 24.7644 13.6315 0 
18.8427 0.28 0 0 -1.18775 2.1605 0 -0.826282 1.70749 0 -0.826282 1.70749 0 -1.18775 2.1605 0 29.49 8.40867 0 -26.6781 3.2966 0 -26.6781 3.2966 0 29.49 8.40867 0 
18.8521 0.28 0 0 -1.12065 2.16619 0 -0.877765 1.7097 0 -0.877765 1.7097 0 -1.12065 2.16619 0 33.5508 2.84301 0 -25.7415 1.10442 0 -25.7415 1.10442 0 33.5508 2.84301 0 
18.8615 0.28 0 0 -1.04734 2.1605 0 -0.926943 1.70749 0 -0.926943 1.70749 0 -1.04734 2.1605 0 36.6547 -2.84334 0 -24.5892 -1.1047 0 -24.5892 -1.1047 0 36.6547 -2.84334 0 
18.8709 0.28 0 0 -0.970034 2.14368 0 -0.97342 1.7009 0 -0.97342 1.7009 0 -0.970034 2.14368 0 38.6549 -8.41096 0 -23.2384 -3.29854 0 -23.2384 -3.29854 0 38.6549 -8.41096 0 
18.8803 0.28 0 -7.04341e-17 -0.890883 2.1164 0 -1.01685 1.69001 0 -1.01685 1.69001 7.04341e-17 -0.890883 2.1164 -3.52171e-14 39.5751 -13.6376 0 -21.7142 -5.44542 0 -21.7142 -5.44542 3.52171e-14 39.5751 -13.6376 0 
18.8898 0.28 0 0 -0.811729 2.07971 0 -1.05694 1.67498 0 -1.05694 1.67498 0 -0.811729 2.07971 3.52171e-14 39.5772 -18.3464 0 -20.0474 -7.51528 0 -20.0474 -7.51528 -3.52171e-14 39.5772 -18.3464 0 
18.8992 0.28 0 0 -0.73394 2.03487 0 -1.09349 1.65601 0 -1.09349 1.65601 0 -0.73394 2.03487 0 38.8943 -22.4201 0 -18.2731 -9.48052 0 -18.2731 -9.48052 0 38.8943 -22.4201 0 
18.9086 0.28 0 -6.32358e-17 -0.658413 1.98327 0 -1.12635 1.63338 0 -1.12635 1.63338 6.32358e-17 -0.658413 1.98327 -3.16179e-14 37.7636 -25.7995 0 -16.4285 -11.3166 0 -16.4285 -11.3166 3.16179e-14 37.7636 -25.7995 0 
18.918 0.28 0 -6.0545e-17 -0.585652 1.92633 0 -1.15545 1.60738 0 -1.15545 1.60738 6.0545e-17 -0.585652 1.92633 1.3454e-15 36.3805 -28.4731 0 -14.5504 -13.002 0 -14.5504 -13.002 -1.3454e-15 36.3805 -28.4731 0 
18.9274 0.28 0 0 -0.515888 1.8654 0 -1.1808 1.57834 0 -1.1808 1.57834 0 -0.515888 1.8654 3.02725e-14 34.8824 -30.4625 0 -12.6742 -14.5186 0 -12.6742 -14.5186 -3.02725e-14 34.8824 -30.4625 0 
18.9368 0.28 0 0 -0.449187 1.80178 0 -1.20246 1.54664 0 -1.20246 1.54664 0 -0.449187 1.80178 0 33.3505 -31.8104 0 -10.8323 -15.8507 0 -10.8323 -15.8507 0 33.3505 -31.8104 0 
18.9462 0.28 0 0 -0.385541 1.73664 0 -1.22057 1.51267 0 -1.22057 1.51267 0 -0.385541 1.73664 0 31.823 -32.5712 0 -9.05347 -16.9847 0 -9.05347 -16.9847 0 31.823 -32.5712 0 
18.9556 0.28 0 0 -0.324923 1.67103 0 -1.23529 1.47685 0 -1.23529 1.47685 0 -0.324923 1.67103 0 30.3086 -32.8039 0 -7.36237 -17.9083 0 -7.36237 -17.9083 0 30.3086 -32.8039 0 
18.9651 0.28 0 -4.91812e-17 -0.267325 1.60589 0 -1.24685 1.43963 0 -1.24685 1.43963 4.91812e-17 -0.267325 1.60589 -2.45906e-14 28.7994 -32.5679 0 -5.78001 -18.6096 0 -5.78001 -18.6096 2.45906e-14 28.7994 -32.5679 0 
18.9745 0.28 0 -4.75803e-17 -0.212768 1.54206 0 -1.2555 1.40148 0 -1.2555 1.40148 4.75803e-17 -0.212768 1.54206 8.00448e-16 27.2785 -31.9198 0 -4.32401 -19.0766 0 -4.32401 -19.0766 -8.00448e-16 27.2785 -31.9198 0 
18.9839 0.28 0 4.62093e-17 -0.161315 1.48023 0 -1.26152 1.36289 0 -1.26152 1.36289 -4.62093e-17 -0.161315 1.48023 4.68948e-14 25.7261 -30.9104 0 -3.00907 -19.2962 0 -3.00907 -19.2962 -4.68948e-14 25.7261 -30.9104 0 
18.9933 0.28 0 -4.5052e-17 -0.113072 1.42107 0 -1.26521 1.32438 0 -1.26521 1.32438 4.5052e-17 -0.113072 1.42107 -4.56307e-14 24.1217 -29.5832 0 -1.84758 -19.2542 0 -1.84758 -19.2542 4.56307e-14 24.1217 -29.5832 0 
19.0027 0.28 0 0 -0.0681807 1.36512 0 -1.26691 1.28651 0 -1.26691 1.28651 0 -0.0681807 1.36512 2.2526e-14 22.4457 -27.9729 0 -0.85005 -18.9349 0 -0.85005 -18.9349 -2.2526e-14 22.4457 -27.9729 0 
19.0121 0.28 0 0 -0.026821 1.31291 0 -1.26696 1.24987 0 -1.26696 1.24987 0 -0.026821 1.31291 0 20.6798 -26.1042 0 -0.0253229 -18.3215 0 -0.0253229 -18.3215 0 20.6798 -26.1042 0 
19.0216 0.28 0 0 0.010793 1.26493 0 -1.26573 1.21507 0 -1.26573 1.21507 0 0.010793 1.26493 0 18.807 -23.9929 0 0.619486 -17.3969 0 0.619486 -17.3969 0 18.807 -23.9929 0 
19.031 0.28 0 0 0.0444161 1.22163 0 -1.26357 1.18278 0 -1.26357 1.18278 0 0.0444161 1.22163 0 16.8116 -21.6467 0 1.07944 -16.1449 0 1.07944 -16.1449 0 16.8116 -21.6467 0 
19.0404 0.28 0 4.1735e-17 0.0737761 1.1835 0 -1.26086 1.15368 0 -1.26086 1.15368 -4.1735e-17 0.0737761 1.1835 2.08675e-14 14.68 -19.0683 0 1.3527 -14.5527 0 1.3527 -14.5527 -2.08675e-14 14.68 -19.0683 0 
19.0498 0.28 0 0 0.0985796 1.15098 0 -1.25798 1.12845 0 -1.25798 1.12845 0 0.0985796 1.15098 -2.08675e-14 12.4018 -16.2594 0 1.44188 -12.6139 0 1.44188 -12.6139 2.08675e-14 12.4018 -16.2594 0 
19.0592 0.28 0 -4.11767e-17 0.118521 1.12453 0 -1.25527 1.10779 0 -1.25527 1.10779 4.11767e-17 0.118521 1.12453 -2.05884e-14 9.97066 -13.2249 0 1.35575 -10.3317 0 1.35575 -10.3317 2.05884e-14 9.97066 -13.2249 0 
19.0687 0.28 0 0 0.133294 1.10457 0 -1.25304 1.09234 0 -1.25304 1.09234 0 0.133294 1.10457 2.05884e-14 7.38658 -9.97876 0 1.11116 -7.72316 0 1.11116 -7.72316 -2.05884e-14 7.38658 -9.97876 0 
19.0781 0.28 0 0 0.142607 1.09148 0 -1.25157 1.0827 0 -1.25157 1.0827 0 0.142607 1.09148 0 4.6563 -6.54754 0 0.73454 -4.82148 0 0.73454 -4.82148 0 4.6563 -6.54754 0 
19.0875 0.28 0 0 0.146195 1.08553 0 -1.25105 1.07934 0 -1.25105 1.07934 0 0.146195 1.08553 0 1.79439 -2.97355 0 0.262874 -1.6782 0 0.262874 -1.6782 0 1.79439 -2.97355 0 
19.0969 0.28 0 0 0.145033 1.08253 0 -1.25829 1.09131 0 -1.25829 1.09131 0 0.145033 1.08253 0 -0.581317 -1.50065 0 -3.61955 5.98404 0 -3.61955 5.98404 0 -0.581317 -1.50065 0 
19.1064 0.28 0 0 0.13674 1.09201 0 -1.26241 1.10424 0 -1.26241 1.10424 0 0.13674 1.09201 0 -4.14617 4.74029 0 -2.05916 6.46699 0 -2.05916 6.46699 0 -4.14617 4.74029 0 
19.1158 0.28 0 0 0.123231 1.1073 0 -1.26813 1.12405 0 -1.26813 1.12405 0 0.123231 1.1073 0 -6.75488 7.64788 0 -2.85984 9.90441 0 -2.85984 9.90441 0 -6.75488 7.64788 0 
19.1252 0.28 0 0 0.104835 1.12783 0 -1.27537 1.15037 0 -1.27537 1.15037 0 0.104835 1.12783 0 -9.19799 10.2647 0 -3.62117 13.1591 0 -3.62117 13.1591 0 -9.19799 10.2647 0 
19.1346 0.28 0 0 0.0818992 1.15295 0 -1.28401 1.18278 0 -1.28401 1.18278 0 0.0818992 1.15295 0 -11.4678 12.5567 0 -4.32335 16.2036 0 -4.32335 16.2036 0 -11.4678 12.5567 0 
19.1441 0.28 0 0 0.0547719 1.18196 0 -1.29392 1.22082 0 -1.29392 1.22082 0 0.0547719 1.18196 0 -13.5636 14.5063 0 -4.95274 19.0235 0 -4.95274 19.0235 0 -13.5636 14.5063 0 
19.1535 0.28 0 0 0.0237903 1.21418 0 -1.30492 1.26405 0 -1.30492 1.26405 0 0.0237903 1.21418 0 -15.4908 16.1098 0 -5.49865 21.6131 0 -5.49865 21.6131 0 -15.4908 16.1098 0 
19.1629 0.28 0 0 -0.010726 1.24893 0 -1.31682 1.31199 0 -1.31682 1.31199 0 -0.010726 1.24893 0 -17.2582 17.3732 0 -5.94978 23.9704 0 -5.94978 23.9704 0 -17.2582 17.3732 0 
19.1723 0.28 0 0 -0.0484793 1.28554 0 -1.3294 1.36418 0 -1.3294 1.36418 0 -0.0484793 1.28554 0 -18.8767 18.309 0 -6.2907 26.0924 0 -6.2907 26.0924 0 -18.8767 18.309 0 
19.1818 0.28 0 0 -0.0891938 1.32341 0 -1.3424 1.42012 0 -1.3424 1.42012 0 -0.0891938 1.32341 0 -20.3572 18.933 0 -6.49881 27.9709 0 -6.49881 27.9709 0 -20.3572 18.933 0 
19.1912 0.28 0 0 -0.132613 1.36193 0 -1.35548 1.4793 0 -1.35548 1.4793 0 -0.132613 1.36193 0 -21.7098 19.2622 0 -6.54193 29.5903 0 -6.54193 29.5903 0 -21.7098 19.2622 0 
19.2006 0.28 0 0 -0.178497 1.40056 0 -1.36823 1.54115 0 -1.36823 1.54115 0 -0.178497 1.40056 0 -22.942 19.3133 0 -6.3769 30.9256 0 -6.3769 30.9256 0 -22.942 19.3133 0 
19.2101 0.28 0 0 -0.226615 1.43877 -4.91812e-17 -1.38013 1.60503 4.91812e-17 -1.38013 1.60503 0 -0.226615 1.43877 0 -24.0587 19.1019 -2.45906e-14 -5.94903 31.9422 2.45906e-14 -5.94903 31.9422 0 -24.0587 19.1019 0 
19.2195 0.28 0 0 -0.276737 1.47605 0 -1.39052 1.67023 0 -1.39052 1.67023 0 -0.276737 1.47605 0 -25.0611 18.6421 2.45906e-14 -5.19279 32.5967 -2.45906e-14 -5.19279 32.5967 0 -25.0611 18.6421 0 
19.2289 0.28 0 0 -0.32863 1.51194 0 -1.39859 1.7359 0 -1.39859 1.7359 0 -0.32863 1.51194 0 -25.9467 17.9467 0 -4.03409 32.8382 0 -4.03409 32.8382 0 -25.9467 17.9467 0 
19.2384 0.28 0 0 -0.382049 1.546 0 -1.40337 1.80112 0 -1.40337 1.80112 0 -0.382049 1.546 0 -26.7093 17.0278 0 -2.39443 32.6101 0 -2.39443 32.6101 0 -26.7093 17.0278 0 
19.2478 0.28 0 0 -0.436727 1.57779 0 -1.40377 1.86483 0 -1.40377 1.86483 0 -0.436727 1.57779 0 -27.3389 15.897 0 -0.198046 31.8531 0 -0.198046 31.8531 0 -27.3389 15.897 0 
19.2572 0.28 0 0 -0.492371 1.60693 0 -1.39854 1.92585 0 -1.39854 1.92585 0 -0.492371 1.60693 0 -27.8223 14.5666 0 2.61695 30.5078 0 2.61695 30.5078 0 -27.8223 14.5666 0 
19.2667 0.28 0 0 -0.548659 1.63303 0 -1.38637 1.98289 0 -1.38637 1.98289 0 -0.548659 1.63303 0 -28.1437 13.0499 0 6.08256 28.52 0 6.08256 28.52 0 -28.1437 13.0499 0 
19.2761 0.28 0 0 -0.605231 1.65575 0 -1.36601 2.03458 0 -1.36601 2.03458 0 -0.605231 1.65575 0 -28.2861 11.3626 0 10.1796 25.8464 0 10.1796 25.8464 0 -28.2861 11.3626 0 
